PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Deck,Cabin_num,Side,Group,Number
2347_04,Earth,True,G/377/P,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,Joanry Wellierras,True,G,377,P,2347,04
2347_05,Earth,True,G/377/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Lewise Wellierras,True,G,377,P,2347,05
2347_06,Earth,False,G/377/P,55 Cancri e,31.0,False,1.0,0.0,2.0,605.0,0.0,Therry Wellierras,False,G,377,P,2347,06
2347_07,Earth,False,G/377/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Fanna Wellierras,False,G,377,P,2347,07
2348_01,Europa,False,D/78/S,55 Cancri e,44.0,True,0.0,1223.0,78.0,1418.0,1239.0,Asellux Alaring,False,D,78,S,2348,01
2349_01,Earth,False,G/379/S,TRAPPIST-1e,35.0,False,0.0,722.0,0.0,0.0,185.0,All Brookes,False,G,379,S,2349,01
2353_01,Earth,False,G/380/S,TRAPPIST-1e,30.0,False,27.0,5412.0,86.0,0.0,0.0,Janney Morgerson,True,G,380,S,2353,01
2353_02,Earth,False,F/457/S,55 Cancri e,13.0,False,880.0,0.0,0.0,0.0,0.0,Lawren Morgerson,False,F,457,S,2353,02
2356_01,Mars,False,D/80/S,TRAPPIST-1e,45.0,True,773.0,82.0,0.0,6.0,0.0,Koat Peane,False,D,80,S,2356,01
2356_02,Mars,True,D/80/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Alls Peane,True,D,80,S,2356,02
2356_03,Mars,True,D/80/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Lios Peane,True,D,80,S,2356,03
2357_01,Earth,False,E/139/P,TRAPPIST-1e,20.0,False,0.0,409.0,994.0,215.0,0.0,Vandy Whitez,False,E,139,P,2357,01
2360_01,Earth,True,G/379/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Dorene Boyersons,True,G,379,P,2360,01
2361_01,Earth,True,G/380/P,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Teryla Belley,False,G,380,P,2361,01
2361_02,Earth,False,F/481/P,TRAPPIST-1e,29.0,False,0.0,0.0,792.0,0.0,0.0,Megany Belley,True,F,481,P,2361,02
2363_01,Europa,False,C/85/S,TRAPPIST-1e,28.0,False,2416.0,8926.0,41.0,1.0,462.0,Castab Unregul,True,C,85,S,2363,01
2364_01,Earth,False,G/381/P,TRAPPIST-1e,44.0,False,0.0,4.0,6.0,864.0,33.0,Sta Roachez,True,G,381,P,2364,01
2365_01,Europa,True,D/71/P,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Spuri Clunic,True,D,71,P,2365,01
2366_01,Mars,True,F/482/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Almone Raste,False,F,482,P,2366,01
2367_01,Earth,False,F/483/P,TRAPPIST-1e,19.0,False,0.0,0.0,1.0,644.0,0.0,Mela Brookes,False,F,483,P,2367,01
2368_01,Mars,False,E/141/P,TRAPPIST-1e,22.0,False,579.0,0.0,267.0,0.0,108.0,Prow Potte,False,E,141,P,2368,01
2369_01,Earth,False,F/484/P,TRAPPIST-1e,30.0,False,3.0,0.0,880.0,0.0,40.0,Netty Youngrayes,False,F,484,P,2369,01
2373_01,Europa,False,D/81/S,TRAPPIST-1e,36.0,False,0.0,4756.0,0.0,7818.0,96.0,Bens Aneetle,False,D,81,S,2373,01
2374_01,Mars,False,E/166/S,TRAPPIST-1e,20.0,False,464.0,0.0,1432.0,0.0,0.0,Gers Sames,True,E,166,S,2374,01
2375_01,Earth,False,G/383/P,55 Cancri e,22.0,False,0.0,0.0,659.0,94.0,0.0,Jeroy Franankson,True,G,383,P,2375,01
2376_01,Earth,False,F/459/S,55 Cancri e,22.0,False,0.0,30.0,0.0,0.0,673.0,Harlos Coffmaney,False,F,459,S,2376,01
2377_01,Europa,True,C/83/P,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,Alark Noxiong,True,C,83,P,2377,01
2379_01,Earth,False,F/487/P,TRAPPIST-1e,35.0,False,194.0,0.0,678.0,0.0,0.0,Monard Grifford,False,F,487,P,2379,01
2382_01,Earth,False,F/488/P,55 Cancri e,41.0,False,0.0,33.0,0.0,1324.0,0.0,,False,F,488,P,2382,01
2384_01,Earth,True,G/383/S,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Paulah Cleachrand,False,G,383,S,2384,01
2384_02,Earth,True,G/383/S,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Landa Cleachrand,False,G,383,S,2384,02
2384_03,Earth,False,G/383/S,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,Cathya Pollarkeeks,True,G,383,S,2384,03
2384_04,Earth,False,G/383/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Loreen Cleachrand,True,G,383,S,2384,04
2384_05,Earth,True,G/383/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Ronia Pollarkeeks,False,G,383,S,2384,05
2384_06,Earth,False,G/383/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Lerome Cleachrand,False,G,383,S,2384,06
2384_07,Earth,True,,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Neila Pollarkeeks,True,F,,S,2384,07
2385_01,Mars,False,F/461/S,TRAPPIST-1e,23.0,False,1773.0,0.0,78.0,0.0,3.0,Jacats Pité,False,F,461,S,2385,01
2387_01,Earth,False,E/142/P,TRAPPIST-1e,58.0,False,0.0,400.0,0.0,690.0,490.0,Debony Estiagosen,True,E,142,P,2387,01
2389_01,Earth,False,G/384/S,TRAPPIST-1e,22.0,False,0.0,46.0,0.0,676.0,0.0,Annon Solon,False,G,384,S,2389,01
2390_01,Earth,False,G/385/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,59.0,4120.0,Joelan Burrilllins,False,G,385,P,2390,01
2391_01,Earth,False,E/143/P,TRAPPIST-1e,20.0,False,768.0,19.0,0.0,1.0,0.0,Chery Hendrys,False,E,143,P,2391,01
2392_01,Earth,True,G/386/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Isaacy Salin,True,G,386,P,2392,01
2395_01,Earth,False,G/387/P,TRAPPIST-1e,49.0,False,712.0,1.0,0.0,0.0,0.0,Olgary Toddleton,False,G,387,P,2395,01
2396_01,Earth,False,E/168/S,TRAPPIST-1e,46.0,False,0.0,557.0,0.0,287.0,781.0,Deaney Handertiz,False,E,168,S,2396,01
2396_02,Earth,False,G/386/S,TRAPPIST-1e,30.0,False,854.0,0.0,30.0,0.0,0.0,Sallie Handertiz,False,G,386,S,2396,02
2397_01,Earth,False,G/387/S,55 Cancri e,36.0,False,0.0,810.0,0.0,0.0,0.0,Elenna Raney,False,G,387,S,2397,01
2398_01,Earth,False,F/490/P,TRAPPIST-1e,21.0,False,0.0,780.0,44.0,0.0,5.0,Loresa Barnolaney,False,F,490,P,2398,01
2399_01,Mars,False,E/169/S,TRAPPIST-1e,25.0,True,854.0,0.0,319.0,0.0,0.0,Stisps Sin,False,E,169,S,2399,01
2401_01,Earth,True,G/388/P,PSO J318.5-22,42.0,False,0.0,0.0,0.0,0.0,0.0,Luise Francock,True,G,388,P,2401,01
2402_01,Earth,True,G/389/P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,Glenna Valezaley,False,G,389,P,2402,01
2403_01,Earth,False,G/388/S,TRAPPIST-1e,25.0,False,7.0,0.0,0.0,877.0,0.0,Antony Frederry,False,G,388,S,2403,01
2404_01,Europa,False,C/86/S,TRAPPIST-1e,29.0,False,0.0,544.0,7.0,2650.0,1561.0,Scharab Disheract,False,C,86,S,2404,01
2404_02,Europa,True,C/86/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Alatik Disheract,True,C,86,S,2404,02
2404_03,Europa,False,C/86/S,55 Cancri e,36.0,False,828.0,5553.0,130.0,47.0,1171.0,Girtan Oilpuring,True,C,86,S,2404,03
2404_04,Earth,True,C/86/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Dira Disheract,True,C,86,S,2404,04
2406_01,Mars,True,F/465/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Cornys Pie,True,F,465,S,2406,01
2409_01,Earth,False,F/492/P,55 Cancri e,22.0,False,292.0,395.0,0.0,0.0,3.0,Briam Pottonalden,False,F,492,P,2409,01
2409_02,Earth,True,G/390/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Eulahy Pottonalden,True,G,390,P,2409,02
2410_01,Earth,True,G/391/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Dia Beckeetter,True,G,391,P,2410,01
2411_01,Earth,False,F/493/P,TRAPPIST-1e,29.0,False,19.0,2115.0,17.0,0.0,0.0,Brinez Howenters,True,F,493,P,2411,01
2412_01,Earth,True,G/392/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Rone Bertsontry,True,G,392,P,2412,01
2413_01,Earth,True,G/390/S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,Tyrona Barnoldeney,True,G,390,S,2413,01
2414_01,Europa,False,T/1/P,TRAPPIST-1e,42.0,False,0.0,1829.0,2.0,3133.0,2447.0,Mergak Headfair,False,T,1,P,2414,01
2416_01,Earth,False,G/391/S,TRAPPIST-1e,43.0,False,9.0,0.0,1079.0,0.0,729.0,Lesley Nolds,False,G,391,S,2416,01
2417_01,Earth,False,G/393/P,TRAPPIST-1e,32.0,False,11.0,31.0,0.0,836.0,9.0,Shanya Mcgowaymond,False,G,393,P,2417,01
2419_01,Earth,True,G/394/P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Eriney Mclainez,True,G,394,P,2419,01
2421_01,Mars,False,E/145/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Comats Sepie,True,E,145,P,2421,01
2423_01,Earth,True,G/395/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Bonya Boltond,False,G,395,P,2423,01
2424_01,Earth,False,G/393/S,TRAPPIST-1e,34.0,False,34.0,223.0,1559.0,0.0,0.0,Hanna Fishopper,True,G,393,S,2424,01
2426_01,Mars,True,F/466/S,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,Colatz Gine,True,F,466,S,2426,01
2426_02,Mars,True,F/466/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Kies Gine,True,F,466,S,2426,02
2427_01,Europa,True,B/94/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Marfak Geneltic,True,B,94,S,2427,01
2429_01,Earth,False,F/497/P,TRAPPIST-1e,17.0,False,112.0,56.0,332.0,0.0,606.0,Idace Vinozarks,False,F,497,P,2429,01
2431_01,Earth,False,F/498/P,TRAPPIST-1e,13.0,False,0.0,2.0,0.0,566.0,208.0,Candy Josesh,False,F,498,P,2431,01
2432_01,Earth,False,F/499/P,TRAPPIST-1e,19.0,False,0.0,0.0,79.0,0.0,0.0,Cellex Anthompson,False,F,499,P,2432,01
2433_01,Europa,True,C/84/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Keidus Ametic,True,C,84,P,2433,01
2435_01,Earth,False,F/467/S,TRAPPIST-1e,33.0,False,4.0,0.0,28.0,0.0,2757.0,Lynnee Bonder,False,F,467,S,2435,01
2436_01,Earth,False,F/501/P,TRAPPIST-1e,21.0,False,759.0,0.0,0.0,0.0,40.0,Gileen Figuez,False,F,501,P,2436,01
2438_01,Mars,True,F/503/P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Totse Stake,True,F,503,P,2438,01
2439_01,Earth,False,F/504/P,TRAPPIST-1e,24.0,False,227.0,537.0,13.0,0.0,0.0,Ninald Bardinard,True,F,504,P,2439,01
2441_01,Earth,False,F/468/S,55 Cancri e,17.0,False,0.0,11.0,493.0,0.0,372.0,Tamin Bowenasey,False,F,468,S,2441,01
2442_01,Mars,True,F/505/P,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Beals Perie,True,F,505,P,2442,01
2443_01,Earth,False,D/72/P,TRAPPIST-1e,31.0,False,1458.0,421.0,76.0,0.0,0.0,,False,D,72,P,2443,01
2444_01,Earth,False,F/506/P,55 Cancri e,43.0,False,6.0,236.0,3.0,448.0,54.0,Benew Pentss,False,F,506,P,2444,01
2445_01,Earth,False,E/170/S,TRAPPIST-1e,43.0,False,602.0,3.0,27.0,89.0,69.0,Sanney Lerez,False,E,170,S,2445,01
2446_01,Earth,False,F/507/P,TRAPPIST-1e,33.0,False,0.0,0.0,661.0,0.0,94.0,Lestie Hoppernardy,True,F,507,P,2446,01
2449_01,Mars,True,F/508/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Hon Nacke,True,F,508,P,2449,01
2449_02,Mars,True,E/146/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Tark Nacke,False,E,146,P,2449,02
2449_03,Mars,True,F/508/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Moss Nacke,True,F,508,P,2449,03
2451_01,Earth,True,G/395/S,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Valey Currisones,False,G,395,S,2451,01
2452_01,Earth,False,F/470/S,55 Cancri e,42.0,False,526.0,2.0,28.0,161.0,0.0,Lorey Wiggs,False,F,470,S,2452,01
2453_01,Mars,True,E/147/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Ter Teake,True,E,147,P,2453,01
2454_01,Earth,False,F/510/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,157.0,644.0,Jeandy Monroellynn,False,F,510,P,2454,01
2455_01,Mars,False,F/471/S,TRAPPIST-1e,42.0,False,554.0,0.0,1168.0,0.0,275.0,Naish Muste,False,F,471,S,2455,01
2456_01,Earth,True,G/399/P,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,Dorey Jarvey,False,G,399,P,2456,01
2457_01,Earth,True,G/400/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Brada Raney,True,G,400,P,2457,01
2458_01,Earth,False,F/511/P,TRAPPIST-1e,21.0,False,31.0,93.0,578.0,0.0,0.0,Rald Mcphernard,True,F,511,P,2458,01
2460_01,Earth,True,G/402/P,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,Man Solon,True,G,402,P,2460,01
2461_01,Earth,True,G/396/S,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,Idary Leeves,False,G,396,S,2461,01
2462_01,Earth,True,G/397/S,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,Yolana Flowensley,False,G,397,S,2462,01
2463_01,Earth,False,E/171/S,TRAPPIST-1e,48.0,False,58.0,0.0,12.0,0.0,0.0,Leondy Johnshines,False,E,171,S,2463,01
2466_01,Earth,False,F/472/S,TRAPPIST-1e,42.0,False,0.0,1.0,61.0,897.0,0.0,Carley Harmond,False,F,472,S,2466,01
2467_01,Mars,False,D/83/S,TRAPPIST-1e,42.0,False,999.0,0.0,49.0,0.0,11.0,Grake Datty,False,D,83,S,2467,01
2470_01,Earth,False,G/398/S,TRAPPIST-1e,23.0,False,139.0,0.0,0.0,567.0,0.0,Mollen Bookst,False,G,398,S,2470,01
2470_02,Earth,False,G/398/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,543.0,0.0,Nance Bookst,False,G,398,S,2470,02
2471_01,Earth,False,G/403/P,TRAPPIST-1e,45.0,False,0.0,0.0,450.0,94.0,364.0,Brance Johnsby,False,G,403,P,2471,01
2472_01,Earth,False,E/173/S,TRAPPIST-1e,30.0,False,756.0,4.0,30.0,0.0,0.0,Elara Patrichane,False,E,173,S,2472,01
2474_01,Mars,True,F/475/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Blesh Che,True,F,475,S,2474,01
2475_01,Europa,False,C/85/P,TRAPPIST-1e,27.0,False,0.0,27.0,0.0,3573.0,3643.0,Golaron Folhal,False,C,85,P,2475,01
2476_01,Earth,False,F/512/P,TRAPPIST-1e,35.0,False,0.0,0.0,1.0,0.0,1264.0,Luise Arner,False,F,512,P,2476,01
2477_01,Europa,True,C/86/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Nunkib Suptibler,True,C,86,P,2477,01
2477_02,Europa,True,C/86/P,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,Hasich Suptibler,True,C,86,P,2477,02
2478_01,Earth,True,G/404/P,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Analdy Bardina,False,G,404,P,2478,01
2479_01,Earth,True,,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,Joela Gordanieves,False,F,,S,2479,01
2480_01,Earth,False,F/476/S,55 Cancri e,41.0,False,682.0,0.0,0.0,0.0,17.0,Allara Llovers,False,F,476,S,2480,01
2483_01,Earth,False,F/477/S,55 Cancri e,35.0,False,2594.0,195.0,0.0,0.0,0.0,Eulah Crayeson,False,F,477,S,2483,01
2486_01,Earth,False,F/513/P,TRAPPIST-1e,26.0,False,552.0,192.0,30.0,0.0,1.0,Marily Lopelases,False,F,513,P,2486,01
2486_02,Earth,False,F/513/P,TRAPPIST-1e,17.0,False,584.0,738.0,54.0,0.0,621.0,Alber Lopelases,False,F,513,P,2486,02
2488_01,Mars,False,D/85/S,TRAPPIST-1e,69.0,False,4483.0,0.0,525.0,0.0,500.0,Meal Wate,False,D,85,S,2488,01
2489_01,Europa,True,B/72/P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Alraida Purellliss,True,B,72,P,2489,01
2491_01,Earth,False,G/401/S,PSO J318.5-22,25.0,False,2.0,2762.0,552.0,0.0,1391.0,Eila Haydenzier,False,G,401,S,2491,01
2492_01,Mars,True,F/480/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Pebuts Burry,True,F,480,S,2492,01
2496_01,Earth,False,F/481/S,TRAPPIST-1e,25.0,False,64.0,0.0,0.0,660.0,0.0,Ireen Goody,False,F,481,S,2496,01
2497_01,Earth,False,,55 Cancri e,36.0,False,0.0,0.0,0.0,33.0,619.0,Glasey Foledges,False,F,,S,2497,01
2498_01,Earth,False,E/176/S,TRAPPIST-1e,14.0,False,148.0,0.0,34.0,808.0,0.0,Dorice Kellson,False,E,176,S,2498,01
2499_01,Europa,True,C/89/S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Minus Valindle,True,C,89,S,2499,01
2500_01,Earth,False,G/403/S,TRAPPIST-1e,22.0,False,272.0,44.0,0.0,1064.0,418.0,Curtle Hoppernardy,False,G,403,S,2500,01
2502_01,Earth,False,G/404/S,TRAPPIST-1e,24.0,False,873.0,12.0,1.0,0.0,3.0,Karlie Beckerson,False,G,404,S,2502,01
2503_01,Mars,False,F/516/P,TRAPPIST-1e,27.0,False,311.0,0.0,745.0,232.0,0.0,Froops Shrie,False,F,516,P,2503,01
2503_02,Mars,False,F/516/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Eet Shrie,True,F,516,P,2503,02
2505_01,Earth,False,E/149/P,TRAPPIST-1e,19.0,False,0.0,13.0,291.0,481.0,2.0,Dia Mckinn,False,E,149,P,2505,01
2505_02,Earth,False,E/149/P,TRAPPIST-1e,19.0,False,0.0,5.0,4.0,541.0,238.0,Hilley Mckinn,False,E,149,P,2505,02
2506_01,Earth,False,A/19/P,55 Cancri e,38.0,False,0.0,2506.0,46.0,11001.0,5.0,Caphirk Apenelexy,False,A,19,P,2506,01
2506_02,Europa,True,A/19/P,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Mariton Apenelexy,True,A,19,P,2506,02
2506_03,Europa,False,A/19/P,55 Cancri e,23.0,False,36.0,2467.0,0.0,381.0,803.0,Alchird Apenelexy,False,A,19,P,2506,03
2508_01,Europa,True,D/86/S,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,Preonon Switud,True,D,86,S,2508,01
2508_02,Europa,True,D/86/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Phacton Switud,True,D,86,S,2508,02
2509_01,Earth,False,F/483/S,TRAPPIST-1e,43.0,False,0.0,9.0,1145.0,0.0,0.0,Wen Georgasey,False,F,483,S,2509,01
2510_01,Mars,False,F/517/P,TRAPPIST-1e,28.0,False,34.0,0.0,1342.0,91.0,0.0,Dicks Cusa,True,F,517,P,2510,01
2512_01,Europa,False,C/91/S,55 Cancri e,33.0,False,0.0,8759.0,0.0,2788.0,4513.0,Sabiton Parymider,False,C,91,S,2512,01
2512_02,Europa,True,C/91/S,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,Winork Parymider,True,C,91,S,2512,02
2513_01,Earth,False,,TRAPPIST-1e,28.0,False,0.0,55.0,0.0,656.0,0.0,Loree Mathison,False,F,,S,2513,01
2515_01,Europa,False,B/96/S,55 Cancri e,28.0,True,2.0,2144.0,0.0,435.0,5872.0,Zauri Forous,False,B,96,S,2515,01
2515_02,Europa,True,B/96/S,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Keidus Forous,True,B,96,S,2515,02
2516_01,Earth,False,G/406/P,55 Cancri e,29.0,False,75.0,17.0,0.0,211.0,506.0,Enryn Romason,False,G,406,P,2516,01
2518_01,Europa,True,C/87/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Minon Fouseding,True,C,87,P,2518,01
2518_02,Europa,True,C/87/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Alsafik Fouseding,True,C,87,P,2518,02
2519_01,Earth,False,F/485/S,TRAPPIST-1e,24.0,False,172.0,775.0,344.0,0.0,0.0,Lyde Whitez,True,F,485,S,2519,01
2520_01,Europa,False,C/88/P,TRAPPIST-1e,59.0,False,0.0,5407.0,0.0,285.0,1135.0,Arrai Crantiale,False,C,88,P,2520,01
2521_01,Mars,True,E/151/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,Stey Cry,False,E,151,P,2521,01
2522_01,Mars,True,F/520/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Guits Crité,True,F,520,P,2522,01
2523_01,Europa,True,B/73/P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,Minopus Oilpfulle,True,B,73,P,2523,01
2524_01,Europa,True,D/74/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Ashir Witeronfus,True,D,74,P,2524,01
2526_01,Europa,True,B/74/P,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Chelik Fatted,True,B,74,P,2526,01
2527_01,Earth,True,G/405/S,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Dianie Brownings,True,G,405,S,2527,01
2528_01,Mars,False,F/487/S,TRAPPIST-1e,48.0,False,639.0,412.0,110.0,0.0,0.0,Smonch Bau,True,F,487,S,2528,01
2530_01,Mars,False,F/488/S,TRAPPIST-1e,25.0,False,1734.0,1.0,189.0,1.0,0.0,Sil Start,False,F,488,S,2530,01
2531_01,Earth,True,G/407/P,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Derry Danielps,True,G,407,P,2531,01
2532_01,Mars,False,F/489/S,TRAPPIST-1e,24.0,False,737.0,37.0,1682.0,0.0,0.0,Gorn Traie,False,F,489,S,2532,01
2532_02,Mars,True,F/489/S,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,Goldch Traie,True,F,489,S,2532,02
2534_01,Europa,False,B/75/P,55 Cancri e,20.0,False,0.0,646.0,0.0,0.0,1425.0,Dhena Sorbitter,False,B,75,P,2534,01
2534_02,Europa,True,B/75/P,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,Mahamak Sorbitter,True,B,75,P,2534,02
2535_01,Earth,True,G/409/P,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Glene Bakerson,False,G,409,P,2535,01
2537_01,Earth,False,E/152/P,PSO J318.5-22,23.0,False,0.0,9.0,292.0,35.0,349.0,Dwin Meltoney,True,E,152,P,2537,01
2540_01,Mars,False,E/177/S,TRAPPIST-1e,24.0,False,345.0,0.0,451.0,0.0,582.0,Weers Chort,False,E,177,S,2540,01
2541_01,Europa,False,B/77/P,TRAPPIST-1e,44.0,False,0.0,1482.0,127.0,1555.0,1257.0,Benebah Frintful,False,B,77,P,2541,01
2542_01,Mars,False,E/153/P,TRAPPIST-1e,29.0,False,834.0,0.0,28.0,117.0,41.0,Quid Dutte,False,E,153,P,2542,01
2544_01,Europa,False,B/97/S,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,Majoth Sernator,True,B,97,S,2544,01
2544_02,Europa,False,B/97/S,TRAPPIST-1e,42.0,False,41.0,1912.0,0.0,1899.0,43.0,Alinon Sernator,False,B,97,S,2544,02
2545_01,Earth,True,G/410/P,55 Cancri e,78.0,False,0.0,0.0,0.0,0.0,0.0,Joycey Hoppernardy,False,G,410,P,2545,01
2546_01,Earth,False,F/491/S,TRAPPIST-1e,36.0,False,548.0,179.0,24.0,0.0,77.0,Etha Shawatson,False,F,491,S,2546,01
2547_01,Europa,False,,55 Cancri e,37.0,False,0.0,100.0,0.0,1402.0,1462.0,Alatrix Sometery,False,F,,S,2547,01
2547_02,Europa,False,A/20/P,55 Cancri e,41.0,False,0.0,12809.0,2.0,2835.0,1514.0,Coxak Sometery,True,A,20,P,2547,02
2548_01,Earth,False,G/407/S,TRAPPIST-1e,18.0,False,852.0,48.0,0.0,7.0,0.0,Emmax Vincenton,False,G,407,S,2548,01
2549_01,Mars,False,F/522/P,TRAPPIST-1e,62.0,False,1663.0,0.0,23.0,2.0,12.0,Wafox Prin,False,F,522,P,2549,01
2549_02,Mars,False,F/522/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Rios Prin,True,F,522,P,2549,02
2549_03,Mars,False,F/522/P,TRAPPIST-1e,55.0,False,1281.0,0.0,7.0,1.0,0.0,Oafron Prin,False,F,522,P,2549,03
2550_01,Earth,True,G/411/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Eliana Larlowelley,True,G,411,P,2550,01
2551_01,Earth,False,F/523/P,TRAPPIST-1e,32.0,False,238.0,156.0,3.0,2.0,324.0,Marlly Gamberson,False,F,523,P,2551,01
2552_01,Earth,False,F/492/S,TRAPPIST-1e,19.0,False,0.0,1124.0,4.0,0.0,0.0,Arlen Vincenton,True,F,492,S,2552,01
2552_02,Earth,False,G/408/S,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,0.0,Dorice Vincenton,True,G,408,S,2552,02
2552_03,Earth,False,G/408/S,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,Teryla Vincenton,True,G,408,S,2552,03
2553_01,Europa,True,D/87/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Grafik Obnoftle,True,D,87,S,2553,01
2555_01,Europa,True,B/78/P,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Branasl Glisormal,True,B,78,P,2555,01
